Vendor,Address,Second Address,City,Zip Code,County,Location
RALPHS #168,N 125 EL CAMINO REAL,,ENCINITAS,92024,SAN DIEGO,"(33.047877, -117.25739)"
RALPHS #062,W 615 CHANNEL ISLANDS BLVD,,PORT HUENEME,93041,VENTURA,"(34.176029, -119.21681)"
FOOD 4 LESS #766,N 5100 FIGUEROA ST,,LOS ANGELES,90042,LOS ANGELES,"(34.105365, -118.20005)"
FOOD 4 LESS #774,N 2420 COTTONWOOD DR,,EL CENTRO,92243,IMPERIAL,"(32.815716, -115.57216)"
FOOD 4 LESS #321,6920 SANTA FE AVE,,HUNTINGTON PARK,90255,LOS ANGELES,"(33.976154, -118.2296)"
FOODS CO #532,W 7421 STOCKTON BLVD,,SACRAMENTO,95823,SACRAMENTO,"(38.456403, -121.41566)"
FOOD 4 LESS #309,9635 LAUREL CANYON BLVD,,PACOIMA,91331,LOS ANGELES,"(34.245417, -118.41798)"
RALPHS #279,4700 ADMIRALTY WAY,,MARINA DEL REY,90292,LOS ANGELES,"(33.979819, -118.43999)"
FOOD 4 LESS #307,6901 EASTERN AVE,,BELL GARDENS,90201,LOS ANGELES,"(33.970514, -118.16548)"
RALPHS #288,23716 EL TORO RD,,LAKE FOREST,92630,ORANGE,"(33.616816, -117.70217)"
RALPHS #115,6080 BALL RD,,BUENA PARK,90620,ORANGE,"(33.816603, -118.02693)"
RALPHS #219,16325 VENTURA BLVD,,ENCINO,91436,LOS ANGELES,"(34.157643, -118.48938)"
FOOD 4 LESS #345,N 644 BROADWAY,,ESCONDIDO,92025,SAN DIEGO,"(33.12855, -117.08324)"
RALPHS #295,8626 FIRESTONE BLVD,,DOWNEY,90241,LOS ANGELES,"(33.936208, -118.12701)"
RALPHS #072,N 1121 HARBOR BLVD,,FULLERTON,92832,ORANGE,"(33.881221, -117.92543)"
RALPHS #724,9040 BEVERLY BLVD,,WEST HOLLYWOOD,90048,LOS ANGELES,"(34.076756, -118.38921)"
FOODS CO #371,8122 GERBER RD,,SACRAMENTO,95828,SACRAMENTO,"(38.48074, -121.40772)"
FOOD 4 LESS #386,E 1691 6TH ST,,BEAUMONT,92223,RIVERSIDE,"(33.928171, -116.9479)"
RALPHS #212,1666 ROSECRANS ST,,SAN DIEGO,92106,SAN DIEGO,"(32.728524, -117.22676)"
FOODS CO #783,E 1210 PROSPERITY AVE,,TULARE,93274,TULARE,"(36.228048, -119.32745)"
RALPHS #132,1770 CARSON ST,,TORRANCE,90501,LOS ANGELES,"(33.830348, -118.31097)"
FOOD 4 LESS #350,W 1299 ARTESIA BLVD,,GARDENA,90248,LOS ANGELES,"(33.873037, -118.29369)"
FOOD 4 LESS #364,W 3200 CENTURY BLVD,,INGLEWOOD,90303,LOS ANGELES,"(33.945191, -118.32836)"
FOOD 4 LESS #336,8620 WHITTIER BLVD,,PICO RIVERA,90660,LOS ANGELES,"(34.003093, -118.0881)"
RALPHS #739,32555 GOLDEN LANTERN ST,,DANA POINT,92629,ORANGE,"(33.490173, -117.69927)"
RALPHS #008,W 1435 CHAPMAN AVE,,ORANGE,92868,ORANGE,"(33.788645, -117.86833)"
RALPHS #055,521 FOOTHILL BLVD,,LA CANADA,91011,LOS ANGELES,"(34.200506, -118.18998)"
RALPHS #755,26901 ALISO CREEK RD,,ALISO VIEJO,92656,ORANGE,"(33.571735, -117.72516)"
RALPHS #175,7140 AVENIDA ENCINAS,,CARLSBAD,92009,SAN DIEGO,"(33.100451, -117.31216)"
RALPHS #052,2726 LOS ANGELES AVE,,SIMI VALLEY,93065,VENTURA,"(34.271625, -118.74348)"
RALPHS #269,S 11873 HAWTHORNE BLVD,,HAWTHORNE,90250,LOS ANGELES,"(33.925971, -118.35404)"
FOOD 4 LESS #763,N 312 EUCLID AVE,,SAN DIEGO,92114,SAN DIEGO,"(32.708755, -117.08508)"
FOOD 4 LESS #760,W 336 ANAHEIM ST,,WILMINGTON,90744,LOS ANGELES,"(33.779072, -118.26562)"
FOOD 4 LESS #343,4250 VAN BUREN BLVD,,RIVERSIDE,92503,RIVERSIDE,"(33.927048, -117.45317)"
RALPHS #280,4311 LINCOLN BLVD,,MARINA DEL REY,90292,LOS ANGELES,"(33.984541, -118.44335)"
FOOD 4 LESS #368,W 851 SEPULVEDA BLVD,,TORRANCE,90502,LOS ANGELES,"(33.811196, -118.28894)"
RALPHS #086,3827 CULVER CENTER ST,,CULVER CITY,90232,LOS ANGELES,"(34.017495, -118.40769)"
FOOD 4 LESS #311,W 2070 REDLANDS BLVD,,REDLANDS,92373,SAN BERNARDINO,"(34.064713, -117.22487)"
RALPHS #027,74-884 COUNTRY CLUB DR,,PALM DESERT,92260,RIVERSIDE,"(33.759485, -116.35785)"
LA CACHANILLA #3,N 345 AZUSA AVE,,AZUSA,91702,LOS ANGELES,"(34.127824, -117.90792)"
FOODS CO #355,3625 NORTHGATE BLVD,,SACRAMENTO,95834,SACRAMENTO,"(38.631675, -121.47555)"
RALPHS #711,6657 LAUREL CANYON BLVD,,NORTH HOLLYWOOD,91606,LOS ANGELES,"(34.191769, -118.3965)"
FOOD 4 LESS #381,S 1717 WESTERN AVE,,LOS ANGELES,90006,LOS ANGELES,"(34.042039, -118.3101)"
RALPHS #753,4444 UNIVERSITY PKWY,,SAN BERNARDINO,92407,SAN BERNARDINO,"(34.169643, -117.33401)"
RALPHS #190,3443 SAVIERS RD,,OXNARD,93033,VENTURA,"(34.168826, -119.17896)"
RALPHS #712,N 1100 SAN FERNANDO BLVD,,BURBANK,91504,LOS ANGELES,"(34.188914, -118.31826)"
RALPHS #041,E 211 FOOTHILL BLVD,,ARCADIA,91006,LOS ANGELES,"(34.151641, -118.02509)"
RALPHS #085,S 16123 BELLFLOWER BLVD,,BELLFLOWER,90706,LOS ANGELES,"(33.887824, -118.12605)"
FOOD 4 LESS #399,S 11507 WESTERN AVE,,LOS ANGELES,90047,LOS ANGELES,"(33.929445, -118.31022)"
RALPHS #223,25539 PASEO DE VALENCIA,,LAGUNA HILLS,92653,ORANGE,"(33.590897, -117.69848)"
FOOD 4 LESS #389,16991 VALLEY BLVD,,FONTANA,92335,SAN BERNARDINO,"(34.06904, -117.43377)"
RALPHS #189,17250 SATICOY ST,,VAN NUYS,91406,LOS ANGELES,"(34.208431, -118.50907)"
RALPHS #752,S 3075 ARCHIBALD AVE,BLDG C,ONTARIO,91761,SAN BERNARDINO,"(34.01795, -117.59236)"
RALPHS #726,19340 SOLEDAD CANYON RD,,CANYON COUNTRY,91351,LOS ANGELES,"(34.414764, -118.4732)"
RALPHS #741,674 LAS POSAS RD,,CAMARILLO,93010,VENTURA,"(34.223479, -119.06971)"
RALPHS #098,3350 LA SIERRA AVE,,RIVERSIDE,92503,RIVERSIDE,"(33.89559, -117.47136)"
RALPHS #166,2700 SEPULVEDA BLVD,,MANHATTAN BEACH,90266,LOS ANGELES,"(33.895841, -118.39593)"
FOOD 4 LESS #310,W 1616 KATELLA AVE,,ANAHEIM,92802,ORANGE,"(33.801922, -117.93772)"
RALPHS #075,780 OTAY LAKES RD,,CHULA VISTA,91910,SAN DIEGO,"(32.644695, -117.0014)"
RALPHS #161,14400 CULVER DR,,IRVINE,92604,ORANGE,"(33.704761, -117.78542)"
RALPHS #156,W 10309 OLYMPIC BLVD,,LOS ANGELES,90064,LOS ANGELES,"(34.052436, -118.41788)"
RALPHS #083,E 13321 SOUTH ST,,CERRITOS,90703,LOS ANGELES,"(33.858729, -118.04778)"
FOOD 4 LESS #772,E 1600 WILLOW ST,,SIGNAL HILL,90755,LOS ANGELES,"(33.8037, -118.17046)"
RALPHS #076,25104 MARGUERITE PKWY,,MISSION VIEJO,92692,ORANGE,"(33.597577, -117.65715)"
FOOD 4 LESS #398,24440 ALESSANDRO BLVD,,MORENO VALLEY,92553,RIVERSIDE,"(33.91775, -117.2364)"
RALPHS #664,S 1776 VICTORIA AVE,,VENTURA,93003,VENTURA,"(34.258031, -119.20895)"
RALPHS #645,N 500 SEPULVEDA BLVD,,EL SEGUNDO,90245,LOS ANGELES,"(33.922587, -118.39557)"
FOOD 4 LESS #306,44455 VALLEY CENTRAL WAY,,LANCASTER,93536,LOS ANGELES,"(34.690578, -118.17346)"
RALPHS #167,3455 DEL MAR HEIGHTS RD,,SAN DIEGO,92130,SAN DIEGO,"(32.952775, -117.23274)"
RALPHS #648,W 2600 VICTORY BLVD,,BURBANK,91505,LOS ANGELES,"(34.183663, -118.33954)"
FOOD 4 LESS #317,6700 CHERRY AVE,,LONG BEACH,90805,LOS ANGELES,"(33.877399, -118.16772)"
RALPHS #163,31874 DEL OBISPO ST,,SAN JUAN CAPISTRANO,92675,ORANGE,"(33.498575, -117.6595)"
FOOD 4 LESS #348,18318 VANOWEN ST,,RESEDA,91335,LOS ANGELES,"(34.193869, -118.53209)"
FOOD 4 LESS #366,10901 IMPERIAL HWY,,NORWALK,90650,LOS ANGELES,"(33.918081, -118.10145)"
RALPHS #081,21909 VENTURA BLVD,,WOODLAND HILLS,91364,LOS ANGELES,"(34.169119, -118.60406)"
RALPHS #019,11875 CARMEL MOUNTAIN RD,,SAN DIEGO,92128,SAN DIEGO,"(32.981149, -117.07589)"
RALPHS #096,N 160 LAKE AVE,,PASADENA,91101,LOS ANGELES,"(34.148967, -118.13129)"
RALPHS #756,N 710 ROSE DR,,PLACENTIA,92870,ORANGE,"(33.877267, -117.84229)"
RALPHS #095,2230 ATLANTIC BLVD,,MONTEREY PARK,91754,LOS ANGELES,"(34.037109, -118.14479)"
RALPHS #015,638 CAMINO DE LOS MARES,,SAN CLEMENTE,92672,ORANGE,"(33.458836, -117.65108)"
FOOD 4 LESS #375,S 1091 HOOVER ST,,LOS ANGELES,90006,LOS ANGELES,"(34.051065, -118.28418)"
RALPHS #078,31481 SANTA MARGARITA PKWY,,RANCHOSANTAMARGARITA,92688,ORANGE,"(33.650188, -117.58219)"
FOOD 4 LESS #383,7810 NORWALK BLVD,,SANTA FE SPRINGS,90606,LOS ANGELES,"(33.959616, -118.071)"
RALPHS #010,5170 HOLLISTER AVE,,GOLETA,93111,SANTA BARBARA,"(34.43495, -119.80391)"
RALPHS #060,E 1416 COLORADO ST,,GLENDALE,91205,LOS ANGELES,"(34.141843, -118.23329)"
FOOD 4 LESS #782,20801 BEAR VALLEY RD,,APPLE VALLEY,92308,SAN BERNARDINO,"(34.47072, -117.20804)"
FOOD 4 LESS #397,14738 LA PAZ DR,,VICTORVILLE,92392,SAN BERNARDINO,"(34.519213, -117.31465)"
RALPHS #079,21751 LAKE FOREST DR,,EL TORO,92630,ORANGE,"(33.646559, -117.68688)"
RALPHS #287,811 AVENIDA TALEGA,,SAN CLEMENTE,92673,ORANGE,"(33.46223, -117.59808)"
FOOD 4 LESS #344,S 5318 MAIN ST,,LOS ANGELES,90037,LOS ANGELES,"(33.993945, -118.27338)"
FOOD 4 LESS #362,5420 SUNSET BLVD,,HOLLYWOOD,90027,LOS ANGELES,"(34.097048, -118.30789)"
FOOD 4 LESS #304,N 109 MCKINLEY ST,,CORONA,92879,RIVERSIDE,"(33.883254, -117.51382)"
FOODS CO #784,W 3657 SHAW AVE,,FRESNO,93722,FRESNO,"(36.805862, -119.85965)"
FOOD 4 LESS #315,N 1688 PERRIS BLVD,BLDG E,PERRIS,92571,RIVERSIDE,"(33.802751, -117.22621)"
RALPHS #731,W 23841 MALIBU RD,,MALIBU,90265,LOS ANGELES,"(34.034217, -118.69361)"
RALPHS #154,5345 ALTON PKWY,,IRVINE,92604,ORANGE,"(33.671241, -117.79101)"
RALPHS #656,201 MADONNA RD,,SAN LUIS OBISPO,93405,SAN LUIS OBISPO,"(35.263334, -120.67727)"
RALPHS #160,49908 JEFFERSON ST,,INDIO,92201,RIVERSIDE,"(33.687179, -116.26751)"
RALPHS #210,11727 OLYMPIC BLVD,,LOS ANGELES,90064,LOS ANGELES,"(34.033982, -118.44834)"
RALPHS #088,5035 PACIFIC COAST HWY,,TORRANCE,90505,LOS ANGELES,"(33.813116, -118.36771)"
FOOD 4 LESS #340,S 2140 BRISTOL ST,,SANTA ANA,92704,ORANGE,"(33.717653, -117.88528)"
RALPHS #730,E 3601 FOOTHILL BLVD,,PASADENA,91107,LOS ANGELES,"(34.151247, -118.07581)"
RALPHS #188,24871 DEL PRADO AVE,,DANA POINT,92629,ORANGE,"(33.462279, -117.69391)"
FOOD 4 LESS #781,W 109 BIRCH ST,,CALEXICO,92231,IMPERIAL,"(32.677324, -115.52235)"
RALPHS #181,E 1733 PALM CANYON DR,,PALM SPRINGS,92264,RIVERSIDE,"(33.800146, -116.52615)"
FOOD 4 LESS #360,E 2341 AVENUE  S,,PALMDALE,93550,LOS ANGELES,"(34.559114, -118.08611)"
RALPHS #289,5601 WILSHIRE BLVD,,LOS ANGELES,90036,LOS ANGELES,"(34.062921, -118.35096)"
FOOD 4 LESS #333,7730 HAZARD CENTER DR,,SAN DIEGO,92108,SAN DIEGO,"(32.771919, -117.15566)"
RALPHS #047,7221 WOODMAN AVE,,VAN NUYS,91405,LOS ANGELES,"(34.201781, -118.43126)"
FOOD 4 LESS #367,E 2185 SOUTH ST,,LONG BEACH,90805,LOS ANGELES,"(33.8614, -118.16661)"
RALPHS #723,W 101 LOS ANGELES AVE,,MOORPARK,93021,VENTURA,"(34.280239, -118.88321)"
RALPHS #757,24975 PICO CANYON RD,,STEVENSON RANCH,91381,LOS ANGELES,"(34.382439, -118.57425)"
RALPHS #064,14919 WHITTIER BLVD,,WHITTIER,90605,LOS ANGELES,"(33.949721, -118.00741)"
FOOD 4 LESS #354,16208 PARTHENIA ST,,NORTH HILLS,91343,LOS ANGELES,"(34.227613, -118.4861)"
RALPHS #644,2840 DE LA VINA ST,,SANTA BARBARA,93105,SANTA BARBARA,"(34.437426, -119.72586)"
RALPHS #110,3455 SEPULVEDA BLVD,,TORRANCE,90505,LOS ANGELES,"(33.826793, -118.34761)"
FOOD 4 LESS #369,N 1821 HACIENDA BLVD,,LA PUENTE,91744,LOS ANGELES,"(34.052114, -117.94407)"
FOOD 4 LESS #370,4910 HUNTINGTON DR,,LOS ANGELES,90032,LOS ANGELES,"(34.086675, -118.17588)"
RALPHS #630,N 2270 LAKE AVE,,ALTADENA,91001,LOS ANGELES,"(34.185021, -118.13089)"
RALPHS #053,9470 LAS TUNAS DR,,TEMPLE CITY,91780,LOS ANGELES,"(34.105509, -118.06407)"
RALPHS #021,1745 GARFIELD AVE,,SOUTH PASADENA,91030,LOS ANGELES,"(34.105124, -118.1355)"
FOOD 4 LESS #320,S 2246 EUCLID AVE,,ONTARIO,91762,SAN BERNARDINO,"(34.032407, -117.65104)"
RALPHS #262,17500 CRENSHAW BLVD,,TORRANCE,90504,LOS ANGELES,"(33.871482, -118.32648)"
FOOD 4 LESS #780,660 PALOMAR ST,,CHULA VISTA,91911,SAN DIEGO,"(32.603609, -117.08315)"
RALPHS #256,E 650 CARSON ST,,CARSON,90745,LOS ANGELES,"(33.83159, -118.26445)"
FOOD 4 LESS #376,19200 SOLEDAD CANYON RD,,SANTA CLARITA,91351,LOS ANGELES,"(34.414754, -118.47079)"
RALPHS #744,E 2555 BLUFF DR,,NEWPORT BEACH,92660,ORANGE,"(33.640784, -117.87538)"
FOOD 4 LESS #778,13525 LAKEWOOD BLVD,,DOWNEY,90242,LOS ANGELES,"(33.904597, -118.14395)"
FOOD 4 LESS #341,E 4400 SLAUSON AVE,,MAYWOOD,90270,LOS ANGELES,"(33.986718, -118.18701)"
RALPHS #196,E 2250 CARSON ST,,LONG BEACH,90807,LOS ANGELES,"(33.83122, -118.16519)"
RALPHS #134,N 211 GLENDALE AVE,,GLENDALE,91206,LOS ANGELES,"(34.148724, -118.24837)"
RALPHS #105,10525 4S COMMONS DR,,SAN DIEGO,92127,SAN DIEGO,"(33.019531, -117.11298)"
FOODS CO #769,E 1030 ALISAL ST,,SALINAS,93905,MONTEREY,"(36.671702, -121.62585)"
RALPHS #715,N 330 ATLANTIC BLVD,,MONTEREY PARK,91754,LOS ANGELES,"(34.065512, -118.13366)"
RALPHS #720,30019 HAWTHORNE BLVD,,PALOS VERDES PENINSU,90274,LOS ANGELES,"(33.761321, -118.39333)"
RALPHS #071,12051 EUCLID ST,,GARDEN GROVE,92840,ORANGE,"(33.787696, -117.94258)"
RALPHS #108,8657 VILLA LA JOLLA DR,UNIT 201,LA JOLLA,92037,SAN DIEGO,"(32.866558, -117.23325)"
RALPHS #001,2675 FOOTHILL BLVD,,LA CRESCENTA,91214,LOS ANGELES,"(34.222389, -118.23712)"
RALPHS #221,S 903 EL CAMINO REAL,,SAN CLEMENTE,92672,ORANGE,"(33.422268, -117.60834)"
FOOD 4 LESS #305,16266 BEAR VALLEY RD,,VICTORVILLE,92392,SAN BERNARDINO,"(34.471167, -117.30852)"
RALPHS #205,4754 COMMONS WAY,,CALABASAS,91302,LOS ANGELES,"(34.154463, -118.64496)"
RALPHS #017,8325 LAUREL CANYON BLVD,,SUN VALLEY,91352,LOS ANGELES,"(34.223324, -118.39804)"
FOODS CO #534,10790 MAC ARTHUR BLVD,,OAKLAND,94605,ALAMEDA,"(37.741819, -122.1507)"
RALPHS #118,23801 WASHINGTON AVE,,MURRIETA,92562,RIVERSIDE,"(33.571779, -117.23459)"
RALPHS #032,W 3410 THIRD ST,,LOS ANGELES,90020,LOS ANGELES,"(34.069049, -118.28938)"
RALPHS #710,21431 DEVONSHIRE ST,,CHATSWORTH,91311,LOS ANGELES,"(34.257231, -118.59806)"
RALPHS #251,E 2930 FOURTH ST,,LONG BEACH,90814,LOS ANGELES,"(33.771437, -118.15729)"
EL TORO MARKET,N 337 MAIN AVE,,FALLBROOK,92028,SAN DIEGO,"(33.384649, -117.25134)"
MI GUADALAJARA MEAT MARKET,W 1400 GRAND AVE,STE D,GROVER BEACH,93433,SAN LUIS OBISPO,"(35.121138, -120.61289)"
HAPPY FAMILY NUTRITIONAL CT,W 3045 8TH ST,,LOS ANGELES,90005,LOS ANGELES,"(34.05774, -118.29314)"
WAL-MART NEIGHBORHOOD #6530,4420 FLORIN RD,,SACRAMENTO,95823,SACRAMENTO,"(38.494636, -121.45452)"
WAL-MART NEIGHBORHOOD #3138,5625 CALLOWAY DR,,BAKERSFIELD,93312,KERN,"(35.413283, -119.11008)"
SUPERMERCADO MI TIERRA #3,9520 INTERNATIONAL BLVD,,OAKLAND,94603,ALAMEDA,"(37.746434, -122.17196)"
TRESIERRAS MARKET #7,W 133 PLEASANT VALLEY RD,,OXNARD,93033,VENTURA,"(34.154758, -119.18024)"
C.C. MARKET,1328 EELOA AVE,,RIO DELL,95562,HUMBOLDT,"(40.507115, -124.11274)"
CARLOS WATER,N 610 REDONDO DR,STE B-2 C,OCEANSIDE,92057,SAN DIEGO,"(33.250597, -117.30299)"
C & H MARKET,4855 PRIMERO ST,,NEW CUYAMA,93254,SANTA BARBARA,"(34.94785, -119.68923)"
SMART & FINAL #913,1321 JOHNSON AVE,,SAN LUIS OBISPO,93401,SAN LUIS OBISPO,"(35.281631, -120.65552)"
OLD TOWN GENERAL STORE,9032 ELK GROVE BLVD,,ELK GROVE,95624,SACRAMENTO,"(38.40901, -121.36539)"
SMART & FINAL #928,955 CARLSBAD VILLAGE DR,,CARLSBAD,92008,SAN DIEGO,"(33.161675, -117.34335)"
SMART & FINAL #935,150 B AVE,,CORONADO,92118,SAN DIEGO,"(32.697329, -117.17122)"
WINCO FOODS #07,W 636 HARRIS ST,,EUREKA,95501,HUMBOLDT,"(40.781768, -124.17798)"
EL MATADOR MEAT MARKET #1,3801 SAVIERS RD,,OXNARD,93033,VENTURA,"(34.164876, -119.17801)"
SMART & FINAL #711,2825 GRASS VALLEY HWY,,AUBURN,95603,PLACER,"(38.941859, -121.09714)"
LA BODEGA RANCH MARKET,W 2434 ORANGETHORPE AVE,,FULLERTON,92833,LOS ANGELES,"(33.858725, -117.97105)"
VONS #3208,E 745 NAOMI AVE,,ARCADIA,91007,LOS ANGELES,"(34.122348, -118.06756)"
VONS #2209,5500 WOODRUFF AVE,,LAKEWOOD,90713,LOS ANGELES,"(33.858068, -118.11577)"
VONS #2206,16450 BEACH BLVD,,WESTMINSTER,92683,ORANGE,"(33.724478, -117.98908)"
EUREKA COOP.,25 4TH ST,,EUREKA,95501,HUMBOLDT,"(40.802118, -124.17087)"
SC LA 99 CENT MARKET,S 3110 MAPLE AVE,,LOS ANGELES,90011,LOS ANGELES,"(34.019059, -118.26788)"
SMART & FINAL #735,S 1833 LA CIENEGA BLVD,,LOST ANGELES,90035,LOS ANGELES,"(34.043683, -118.37689)"
AMAPOLA DELI & MARKET,13733 GARFIELD AVE,,PARAMOUNT,90723,LOS ANGELES,"(33.912018, -118.16969)"
CHOICE FOOD MARKET,836 T ST,,MERCED,95341,MERCED,"(37.297169, -120.50004)"
HARRY'S MARKET,S 4101 SAN PEDRO ST,,LOS ANGELES,90011,LOS ANGELES,"(34.009408, -118.26959)"
SMART & FINAL #941,W 3830 VERDUGO AVE,,BURBANK,91505,LOS ANGELES,"(34.159781, -118.34476)"
AA MARKETPLACE,13220 HARBOR BLVD,,GARDEN GROVE,92842,ORANGE,"(33.771288, -117.91941)"
SMART & FINAL #912,8200 EL CAMINO REAL,,ATASCADERO,93422,SAN LUIS OBISPO,"(35.475385, -120.65679)"
WINCO FOODS,555 GRAND AVE,,SAN MARCOS,92078,SAN DIEGO,"(33.134544, -117.17796)"
NORTHSTAR MARKET,12081 BROOKHURST ST,,GARDEN GROVE,92840,ORANGE,"(33.787283, -117.95947)"
ARJUNGS INC DBA A'S MARKET,6203 GAGE AVE,,BELL GARDENS,90201,LOS ANGELES,"(33.974674, -118.15238)"
DURANGO PRODUCE & MEAT MARKET,5421 VENICE BLVD,,LOS ANGELES,90019,LOS ANGELES,"(34.044259, -118.35757)"
COUNTRY STORE,BUILDING 15110,,CAMP PENDLETON,92055,SAN DIEGO,"(33.228177, -117.39336)"
BABY STEPS NUTRITION,5355 LONG BEACH BLVD,,LONG BEACH,90805,LOS ANGELES,"(33.853517, -118.19631)"
WAL-MART SUPERCENTER #2028,5200 VAN BUREN BLVD,,RIVERSIDE,92503,RIVERSIDE,"(33.935761, -117.4541)"
WAL-MART STORE #2280,600 SHOWERS DR,,MOUNTAIN VIEW,94040,SANTA CLARA,"(37.400891, -122.10944)"
99 CENT PLUS,105 WEST 2ND ST,,MADERA,93637,MADERA,"(36.964754, -120.06489)"
TARGET STORE T-1328,12300 SEAL BEACH BLVD,,SEAL BEACH,90740,ORANGE,"(33.784077, -118.0719)"
TARGET STORE T-2019,15614 WHITTWOOD LN,,WHITTIER,90603,LOS ANGELES,"(33.944583, -117.99661)"
TARGET STORE T-0312,1919 FULTON AVE,,SACRAMENTO,95825,SACRAMENTO,"(38.600404, -121.40155)"
TARGET STORE T-1834,1931 CAMPUS AVE,,UPLAND,91784,SAN BERNARDINO,"(34.133629, -117.64087)"
TARGET STORE T-0258,5555 PHILADELPHIA ST,,CHINO,91710,SAN BERNARDINO,"(34.03253, -117.68304)"
TARGET STORE T-2471,30340 HAUN RD,,MENIFEE,92584,RIVERSIDE,"(33.680324, -117.1724)"
TARGET STORE T-2280,W 2700 120TH ST,,HAWTHORNE,90250,LOS ANGELES,"(33.923705, -118.3215)"
TARGET STORE T-2214,950 GROVELAND AVE,,LINCOLN,95648,PLACER,"(38.870448, -121.30418)"
TARGET STORE T-2350,E 38019 47TH ST,,PALMDALE,93552,LOS ANGELES,"(34.572999, -118.04498)"
TARGET STORE T-1293,3030 HARBOR BLVD,STE A,COSTA MESA,92626,ORANGE,"(33.682233, -117.91923)"
TARGET STORE T-2830,2004 EL CAMINO REAL,,SANTA CLARA,95050,SANTA CLARA,"(37.352284, -121.96044)"
TARGET STORE T-0273,3405 MCHENRY AVE,,MODESTO,95350,STANISLAUS,"(37.687588, -120.99428)"
TARGET STORE T-1410,1288 CAMINO DEL RIO NORTH,,SAN DIEGO,92108,SAN DIEGO,"(32.767314, -117.14775)"
TARGET STORE T-2018,W 695 HERNDON AVE,,CLOVIS,93612,FRESNO,"(36.837645, -119.72539)"
TARGET STORE T-0302,1050 HUNTINGTON DR,,DUARTE,91010,LOS ANGELES,"(34.139592, -117.97048)"
TARGET STORE T-2088,533 COLEMAN AVE,,SAN JOSE,95110,SANTA CLARA,"(37.340675, -121.90628)"
TARGET STORE T-0203,1240 BROADWAY,,CHULA VISTA,91911,SAN DIEGO,"(32.604557, -117.08057)"
TARGET STORE T-2270,4400 TOWN CENTER BLVD,,EL DORADO HILLS,95762,EL DORADO,"(38.65156, -121.06381)"
TARGET STORE T-0228,6635 FALLBROOK AVE,,WEST HILLS,91307,LOS ANGELES,"(34.19074, -118.62686)"
TARGET STORE T-0192,12100 HARBOR BLVD,,GARDEN GROVE,92840,ORANGE,"(33.787823, -117.91479)"
TARGET STORE T-2128,115 FORTUNE DR,,IRVINE,92628,ORANGE,"(33.653419, -117.74488)"
TARGET STORE T-1054,1150 EL CAMINO REAL,,SAN BRUNO,94066,SAN MATEO,"(37.635638, -122.4205)"
TARGET STORE T-0193,13831 BROOKHURST ST,,GARDEN GROVE,92843,ORANGE,"(33.760608, -117.95503)"
TARGET STORE T-1815,E 910 LAKE PKWY,,CHULA VISTA,91914,SAN DIEGO,"(32.654452, -116.9795)"
TARGET STORE T-2147,S 2370 AZUSA AVE,,WEST COVINA,91792,LOS ANGELES,"(34.03415, -117.91317)"
TARGET STORE T-1502,10451 FAIRWAY DR,,ROSEVILLE,95678,PLACER,"(38.791561, -121.28904)"
TARGET STORE T-0303,2255 EL CAMINO REAL,,OCEANSIDE,92054,SAN DIEGO,"(33.185276, -117.32806)"
TARGET STORE T-1984,1750 STORY RD,,SAN JOSE,95122,SANTA CLARA,"(37.340264, -121.84241)"
TARGET STORE T-0914,30602 SANTA MARGARITA PKWY,,RANCHO SANTA MARGAR.,92688,ORANGE,"(33.643466, -117.59674)"
TARGET STORE T-1097,2700 BELL RD,,AUBURN,95603,PLACER,"(38.942419, -121.09513)"
TARGET STORE T-0230,N 2191 TUSTIN ST,,ORANGE,92865,ORANGE,"(33.824711, -117.83604)"
TARGET STORE T-0883,E 777 COLORADO BLVD,,PASADENA,91101,LOS ANGELES,"(34.145888, -118.1345)"
TARGET STORE T-1025,7505 LAGUNA BLVD,,ELK GROVE,95758,SACRAMENTO,"(38.423535, -121.41604)"
TARGET STORE T-1329,W 3471 CENTURY BLVD,,INGLEWOOD,90303,LOS ANGELES,"(33.945543, -118.33279)"
TARGET STORE T-2408,2185 BRONZE STAR DR,,WOODLAND,95776,YOLO,"(38.670018, -121.72458)"
TARGET STORE T-2281,2161 MONTEREY HWY,,SAN JOSE,95112,SANTA CLARA,"(37.304166, -121.86572)"
TARGET STORE T-2151,2300 PARK AVE,,TUSTIN,92782,ORANGE,"(33.700316, -117.82746)"
TARGET STORE T-2026,S 20700 AVALON BLVD,,CARSON,90746,LOS ANGELES,"(33.885529, -118.26516)"
TARGET STORE T-1040,1751 UNIVERSITY DR,,VISTA,92083,SAN DIEGO,"(33.170527, -117.21587)"
TARGET STORE T-0324,1811 HILLSDALE AVE,,SAN JOSE,95124,SANTA CLARA,"(37.263312, -121.91759)"
TARGET STORE T-2359,W 1405 PACHECO BLVD,,LOS BANOS,93635,MERCED,"(37.056683, -120.87588)"
TARGET STORE T-2115,N 3601 FREEWAY BLVD,,SACRAMENTO,95834,SACRAMENTO,"(38.639746, -121.49843)"
TARGET STORE T-0290,2169 REDONDO BEACH BLVD,,GARDENA,90247,LOS ANGELES,"(33.88613, -118.31652)"
TARGET STORE T-1418,W 200 ORANGETHORPE AVE,,FULLERTON,92832,ORANGE,"(33.858244, -117.92694)"
TARGET STORE T-0912,3944 GRAND AVE,,CHINO,91710,SAN BERNARDINO,"(33.99848, -117.71902)"
